gene,transmissibility,n_amplified_cases,gnomad_LOEUF,gnomad_pLI,gnomad_mis_z,dep_mean_effect,dep_frac_dependent,in_complex,n_complexes,complex_size,has_complex,length,mol_weight,isoelectric_point,gravy,aggregation_propensity,tm_domain_count,signal_peptide,vsl2_disorder,psipred_helix,psipred_strand,psipred_coil,asaquick_buried,transcript_length,gc_content,n_isoforms,utr5_length,utr3_length,codon_optimality,dn_ds,phylop_mean,gene_age_proxy,is_tf,is_kinase,is_receptor,is_enzyme,go_mf_category,n_tissues_expressed,tau,degree,weighted_degree,betweenness
CASP6,0.6595744680851063,47,1.089,0.00012665,0.79585,0.0136425204881545,0.0024834437086092,False,0,,0,293,33310,6.459376335144043,-0.3552901023890785,3.2571428571428567,0,False,0.072,0.266,0.222,0.512,0.317,1634.0,45.1247,12.0,50.0,702.0,46.9388,0.063206,,5.0,False,False,False,True,catalytic_activity,54.0,0.6795815686574942,21,17.833000000000002,0.0002476870682985
CASP7,0.7166666666666667,60,0.873,5.3589e-05,0.70291,-0.0075776955753666,0.0008278145695364,True,1,2.0,1,303,34277,5.720014762878418,-0.5089108910891089,3.0999999999999983,0,False,0.149,0.383,0.102,0.515,0.297,2344.0,48.4649,37.0,67.0,1365.0,57.5658,0.109223,,5.0,False,False,False,True,catalytic_activity,54.0,0.598363722971025,28,24.131,8.663213812845069e-05
CASP8,0.6666666666666666,96,0.811,3.7236e-06,1.0099,0.0879802328413858,0.0008278145695364,True,1,1.0,1,479,55391,5.000433158874511,-0.5290187891440501,3.3000000000000034,0,False,0.119,0.443,0.121,0.436,0.334,2659.0,44.9306,49.0,104.0,1115.0,54.1667,0.294274,,3.0,False,False,False,True,catalytic_activity,40.0,0.8245741561913086,79,68.73599999999999,0.0031988049727142
CASP9,0.27941176470588236,68,0.974,7.3826e-06,0.026941,-0.0233138049005801,0.0016556291390728,True,1,1.0,1,416,46281,5.7261533737182635,-0.2370192307692308,3.7000000000000006,0,False,0.113,0.44,0.135,0.425,0.389,2808.0,56.195,19.0,15.0,1542.0,66.9065,0.245738,,5.0,False,False,False,True,catalytic_activity,54.0,0.8206684279201257,43,36.867,0.0007562296769489
CAST,0.41379310344827586,87,0.782,4.1218e-12,-0.38371,-0.222189504858587,0.0314569536423841,False,0,,0,708,76573,4.976219749450683,-1.1926553672316382,2.242857142857145,0,False,1.0,0.376,0.016,0.608,0.189,359.0,,11.0,0.0,0.0,,,,0.0,False,False,False,False,molecular_function_regulator,54.0,0.6330374551163378,7,6.046,5.93636827699888e-05
CAT,0.06153846153846154,65,1.054,1.6263e-10,-0.078034,0.0097883514157057,0.0016556291390728,False,0,,0,527,59756,6.897604942321778,-0.5855787476280835,2.2857142857142847,0,False,0.032,0.245,0.222,0.533,0.421,2291.0,49.2424,35.0,80.0,627.0,51.5152,0.072894,,6.0,False,False,False,True,catalytic_activity,54.0,0.6934533847616277,11,9.643,0.0001970094881669
CAV1,0.09178743961352658,207,1.31,0.008274,0.66885,0.0867456072876734,0.0016556291390728,True,1,3.0,1,178,20472,5.644759941101075,0.0640449438202247,2.671428571428571,0,False,0.039,0.545,0.157,0.298,0.185,2456.0,50.0931,11.0,27.0,1892.0,68.7151,0.069555,,4.0,False,False,False,False,molecular_function_regulator,53.0,0.8589986938614989,96,80.81999999999995,0.0077545627355732
CAV2,0.052884615384615384,208,1.343,0.026973,0.044957,-0.0112862323319727,0.0074503311258278,False,0,,0,162,18291,5.061364555358886,0.3012345679012346,2.885714285714284,0,False,0.136,0.605,0.068,0.327,0.198,2953.0,53.7832,20.0,44.0,2420.0,71.7791,0.066636,,4.0,False,False,False,False,binding,52.0,0.7239974394544153,14,11.97,1.7266450210312956e-05
CBFB,0.9578947368421052,95,0.33,0.9589,1.7143,-0.2752436183118518,0.2160596026490066,True,1,1.0,1,182,21508,6.233896064758301,-0.9478021978021978,2.1857142857142855,0,False,0.412,0.423,0.187,0.39,0.159,3103.0,53.0142,32.0,259.0,2280.0,54.7872,0.0136,,5.0,False,False,False,False,molecular_function_regulator,54.0,0.6440840050582719,25,20.435,0.0003477661091022
CBL,0.11428571428571428,70,0.503,0.00060921,1.0328,0.0259180121249154,0.0016556291390728,True,1,1.0,1,906,99633,6.099358177185057,-0.5205298013245033,1.8571428571428612,0,False,0.5,0.343,0.075,0.582,0.302,11168.0,50.9739,8.0,79.0,8368.0,49.6141,0.058387,,4.0,False,False,False,True,catalytic_activity,54.0,0.6850338155510055,87,76.85000000000001,0.0025591312990545
CBLB,0.6788990825688074,109,0.266,0.99825,1.2942,-0.0089923015417439,0.0,True,1,1.0,1,982,109450,8.145338630676271,-0.6234215885947048,2.1714285714285717,0,False,0.483,0.299,0.097,0.604,0.294,6749.0,46.1851,36.0,291.0,3509.0,37.4364,0.029313,,4.0,False,False,False,True,catalytic_activity,54.0,0.6565011862705208,20,17.683,0.000329323422912
CBLL1,0.49295774647887325,213,0.145,0.99918,1.34,-0.3870564442835373,0.3096026490066225,True,1,1.0,1,491,54519,8.567671012878417,-0.8755600814663951,2.7000000000000006,0,False,0.703,0.138,0.096,0.766,0.151,3987.0,47.1545,13.0,22.0,2489.0,29.6748,0.042434,,5.0,False,False,False,True,catalytic_activity,54.0,0.487181070383181,18,15.507,0.0001452939880258
CBR1,0.2054794520547945,73,1.533,6.2783e-05,-0.09058,0.1046765102102906,0.0008278145695364,False,0,,0,277,30375,8.552585411071778,-0.2111913357400722,2.5714285714285716,0,False,0.022,0.426,0.162,0.412,0.318,1208.0,58.5132,16.0,92.0,282.0,72.6619,,,6.0,False,False,False,True,catalytic_activity,54.0,0.6458280521603466,12,11.313,0.0001782713568494
CBR3,0.3698630136986301,73,1.804,3.0158e-06,-0.034549,0.0297062049166362,0.0033112582781456,False,0,,0,277,30850,5.8207902908325195,-0.307942238267148,2.2571428571428567,0,False,0.007,0.433,0.17,0.397,0.343,998.0,56.1151,4.0,114.0,50.0,70.5036,0.132834,,5.0,False,False,False,True,catalytic_activity,50.0,0.8092372081520518,6,5.462,7.241953530345139e-05
CBR4,0.0625,48,1.696,6.0745e-06,0.076814,0.0042501361609154,0.0,False,0,,0,237,25301,9.401698493957518,0.0805907172995781,2.4857142857142853,0,False,0.0,0.456,0.207,0.337,0.354,3440.0,43.6975,33.0,166.0,2560.0,35.2941,0.11541,,5.0,False,False,False,True,catalytic_activity,54.0,0.4503496846016325,5,4.445,3.123335566645677e-06
CBX1,0.39473684210526316,114,0.26,0.97622,2.5421,-0.3457817975506899,0.162251655629139,False,0,,0,185,21418,4.852822303771972,-1.2783783783783784,1.471428571428577,0,False,0.47,0.33,0.135,0.535,0.184,2182.0,47.8495,28.0,248.0,1376.0,54.3011,,,4.0,False,False,False,False,binding,54.0,0.5389079444454046,31,26.537999999999997,0.0001734885943683
CBX3,0.7860262008733624,229,0.668,0.40951,1.9285,-0.0822334002721619,0.0115894039735099,True,1,12.0,1,183,20811,5.227107048034666,-0.9666666666666666,1.8571428571428572,0,False,0.432,0.317,0.202,0.481,0.191,2061.0,38.4058,49.0,110.0,1399.0,28.8043,,,4.0,False,False,False,False,binding,54.0,0.7127801193275877,49,42.411000000000016,0.001058687199363
CBX4,0.7876106194690266,113,0.285,0.98196,2.2194,-0.0527758303314768,0.0057947019867549,True,1,7.0,1,560,61368,9.4071138381958,-0.8841071428571429,2.4857142857142907,0,False,0.746,0.18,0.141,0.679,0.284,2675.0,65.4783,8.0,189.0,803.0,85.205,0.073592,,4.0,False,False,False,True,catalytic_activity,54.0,0.6187537733958327,38,33.690000000000005,5.496389307574277e-05
CBX5,0.7241379310344828,116,0.35,0.93174,2.5267,-0.0847273889631274,0.0041390728476821,True,1,5.0,1,191,22225,5.708590126037598,-1.1732984293193718,1.8571428571428572,0,False,0.429,0.518,0.105,0.377,0.241,11546.0,41.4931,36.0,157.0,10813.0,43.75,0.022379,,4.0,False,False,False,False,binding,54.0,0.7259813341509224,36,31.43500000000001,0.0004959976998718
CBX6,0.24561403508771928,57,0.262,0.97568,2.3104,0.0200094185265445,0.0,True,1,1.0,1,412,43898,10.023624992370609,-0.5065533980582524,2.171428571428582,0,False,0.587,0.26,0.124,0.616,0.272,6052.0,67.5545,6.0,26.0,4787.0,81.8402,0.092096,,3.0,False,False,False,False,binding,54.0,0.5736958351762036,18,17.154999999999998,4.978286683156468e-06
CBX8,0.8214285714285714,112,0.248,0.9927,0.93792,0.1010353483190621,0.0008278145695364,True,1,7.0,1,389,43396,9.915833854675292,-1.0246786632390743,1.8142857142857145,0,False,0.499,0.35,0.095,0.555,0.257,3752.0,62.8205,7.0,79.0,2503.0,73.8462,0.052689,,4.0,False,False,False,False,molecular_function_regulator,50.0,0.824722956303988,40,35.561,5.476399102872438e-05
CC2D1A,0.5813953488372093,86,0.42,0.0084599,0.94059,-0.000213745323803,0.0008278145695364,False,0,,0,951,104062,8.221475791931152,-0.6429022082018927,2.5,0,False,0.475,0.464,0.07,0.466,0.275,3581.0,63.1303,50.0,241.0,484.0,73.4244,0.147018,,5.0,True,False,False,False,transcription_regulator_activity,54.0,0.601498707204347,8,6.154,2.256231390111547e-05
CC2D1B,0.16923076923076924,65,0.917,1.748e-18,-1.0089,-0.1787798439075664,0.0140728476821192,False,0,,0,858,94224,5.17765712738037,-0.6406759906759907,2.0714285714285796,0,False,0.52,0.452,0.08,0.468,0.258,5338.0,59.5154,36.0,151.0,2628.0,65.6506,0.201166,,4.0,True,False,False,False,transcription_regulator_activity,54.0,0.595318259607573,5,3.813,0.0
CCAR1,0.782608695652174,69,0.215,0.99999,3.6371,-0.7510803180534483,0.7731788079470199,True,1,3.0,1,1150,132821,5.570073509216308,-1.0266956521739132,2.4285714285714124,0,False,0.559,0.511,0.078,0.411,0.304,4658.0,41.7318,47.0,94.0,1111.0,32.5804,0.048201,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.5203113626652491,20,16.258000000000003,3.058431293753265e-05
CCAR2,0.6779661016949152,59,0.323,0.94099,0.73339,-0.0149813259242794,0.0033112582781456,True,1,1.0,1,923,102902,5.142019081115721,-0.5200433369447454,3.142857142857151,0,False,0.399,0.413,0.086,0.501,0.31,3685.0,58.5498,36.0,124.0,789.0,65.4762,0.085979,,2.0,False,False,False,False,molecular_function_regulator,54.0,0.5681870360255108,11,9.458,4.965147095758175e-05
CCDC102A,0.052083333333333336,96,0.846,6.8219e-05,0.75434,-0.0379382851615858,0.0033112582781456,False,0,,0,550,62596,5.491237831115721,-1.0885454545454547,2.0000000000000004,0,False,0.965,0.696,0.007,0.297,0.189,2432.0,68.9655,16.0,219.0,560.0,88.2033,0.04907,,4.0,False,False,False,False,,53.0,0.7007902000819806,0,0.0,0.0
CCDC115,0.23529411764705882,102,1.78,1.2061e-07,0.10947,,,False,0,,0,180,19761,6.443802452087401,-0.4455555555555556,2.214285714285715,0,False,0.244,0.578,0.05,0.372,0.183,1769.0,64.6409,15.0,39.0,1187.0,74.0331,0.158518,,3.0,False,False,False,False,binding,54.0,0.4485657403358666,15,13.669,2.141371102226551e-06
CCDC117,0.8260869565217391,69,0.5,0.78769,-0.22537,-0.070146648949513,0.0049668874172185,False,0,,0,279,30541,4.993214607238768,-0.6365591397849463,2.228571428571428,0,False,0.591,0.341,0.065,0.594,0.204,3964.0,51.4286,12.0,155.0,2969.0,46.0714,0.226159,,4.0,False,False,False,False,,54.0,0.7489041681892146,1,0.839,0.0
CCDC12,0.4888888888888889,45,0.849,0.040132,0.41826,-0.3287065732865129,0.1473509933774834,False,0,,0,166,19181,6.807060432434082,-1.2933734939759036,1.3000000000000032,0,False,1.0,0.633,0.012,0.355,0.09,841.0,59.0818,21.0,13.0,327.0,71.2575,0.085149,,5.0,False,False,False,False,,54.0,0.4457841029173119,31,26.226000000000003,1.043764053761875e-05
CCDC124,0.7333333333333333,90,0.8,0.27576,0.76217,-0.1122417740057167,0.015728476821192,False,0,,0,223,25835,9.53721103668213,-1.2632286995515698,2.7857142857142856,0,False,0.906,0.668,0.031,0.301,0.072,987.0,64.4345,27.0,45.0,270.0,85.2679,0.077235,,5.0,False,False,False,False,molecular_function_regulator,54.0,0.3504468676455978,73,64.33000000000001,0.0
CCDC127,0.4308510638297872,188,1.071,0.00047328,0.61148,0.0343436149535531,0.0,False,0,,0,260,30834,9.261802101135252,-0.7234615384615385,2.5285714285714276,0,False,0.254,0.712,0.019,0.269,0.173,9283.0,48.2759,4.0,71.0,8429.0,52.1073,0.091591,,4.0,False,False,False,False,,54.0,0.461255202855947,2,1.452,9.224076248297568e-07
CCDC134,0.8305084745762712,59,1.542,6.0044e-07,0.011955,-0.0152412340518505,0.0049668874172185,False,0,,0,229,26561,8.886596107482912,-0.3799126637554585,3.5714285714285716,0,True,0.205,0.541,0.074,0.385,0.306,7135.0,55.0725,8.0,104.0,6341.0,77.8261,0.091053,,4.0,False,False,False,False,other_molecular_function,45.0,0.7797240697325927,0,0.0,0.0
CCDC174,0.4897959183673469,49,0.863,7.142e-08,0.044131,-0.6892179253008316,0.7814569536423841,False,0,,0,467,53958,6.03666477203369,-1.2419700214132765,1.671428571428578,0,False,0.732,0.478,0.041,0.481,0.238,2940.0,46.5812,10.0,75.0,1461.0,43.5897,0.145256,,5.0,False,False,False,False,,54.0,0.5304408678608514,2,1.589,1.522446130137202e-07
CCDC186,0.39344262295081966,61,,,,0.1484956467462813,0.0,False,0,,0,898,103687,5.937026023864747,-1.0481069042316256,1.9285714285714288,0,False,0.728,0.726,0.016,0.258,0.217,7228.0,36.1884,9.0,250.0,4281.0,30.3671,0.094454,,5.0,False,False,False,False,binding,54.0,0.5295351350398506,0,0.0,0.0
CCDC25,0.6166666666666667,60,0.764,0.0091245,1.5549,-0.0649711868657665,0.0115894039735099,False,0,,0,208,24479,6.3401281356811525,-0.9057692307692308,1.2857142857142867,1,False,0.346,0.462,0.173,0.365,0.192,3627.0,40.8293,29.0,100.0,2900.0,48.3254,0.040644,,6.0,False,False,False,False,binding,54.0,0.4676814421089174,0,0.0,0.0
CCDC28A,0.10204081632653061,49,1.647,3.6463e-10,-0.099849,0.0133787055574457,0.0366492146596858,False,0,,0,274,30367,9.315891075134278,-0.6416058394160584,3.0571428571428565,0,False,0.464,0.595,0.015,0.39,0.234,1247.0,43.6036,19.0,176.0,516.0,40.5405,0.042802,,5.0,False,False,False,False,,54.0,0.4797547101990571,0,0.0,0.0
CCDC43,0.7962962962962963,108,0.951,0.00028825,0.29964,-0.2830495869576689,0.0496688741721854,False,0,,0,224,25248,4.84509220123291,-0.8919642857142855,2.3857142857142857,0,False,0.433,0.634,0.058,0.308,0.143,2114.0,51.7037,15.0,23.0,1416.0,55.1111,0.089226,,5.0,False,False,False,False,,54.0,0.5549394005775489,0,0.0,0.0
CCDC47,0.7317073170731707,123,0.875,6.1333e-08,1.0395,-0.1355568857962625,0.0231788079470198,True,1,1.0,1,483,55874,4.7567644119262695,-0.7691511387163561,3.642857142857143,1,True,0.327,0.505,0.091,0.404,0.323,3283.0,43.3196,42.0,205.0,1626.0,45.8678,0.019905,,6.0,False,False,False,False,binding,54.0,0.4538022810145052,44,36.616,1.0177891979984548e-06
CCDC50,0.07878787878787878,165,0.744,3.9152e-07,0.071962,0.0456137545282804,0.0016556291390728,False,0,,0,306,35822,6.196496009826659,-1.2738562091503267,1.8714285714285788,0,False,0.663,0.654,0.007,0.339,0.082,8629.0,47.6881,18.0,281.0,6899.0,45.7557,0.188461,,5.0,False,False,False,False,binding,54.0,0.5526087449763785,0,0.0,0.0
CCDC51,0.27906976744186046,43,1.167,3.1061e-08,1.0757,-0.1905619996136112,0.125,False,0,,0,411,45811,8.297161674499513,-0.3841849148418492,2.471428571428575,2,False,0.292,0.742,0.012,0.246,0.37,1611.0,57.767,24.0,140.0,235.0,64.5631,0.469899,,1.0,False,False,False,False,transporter_activity,54.0,0.6292813706441927,1,0.995,0.0
CCDC58,0.5702479338842975,121,1.137,0.0040567,0.89611,,,False,0,,0,144,16620,7.673570823669435,-0.6041666666666667,1.4428571428571426,0,False,,,,,,720.0,42.069,48.0,7.0,278.0,44.1379,0.060953,,5.0,False,False,False,False,,53.0,0.7238988300072455,0,0.0,0.0
CCDC6,0.7205882352941176,68,0.43,0.57714,2.8086,-0.2324194327486346,0.1697019867549669,False,0,,0,474,53291,6.869640159606934,-0.9744725738396626,1.8857142857142857,0,False,0.848,0.519,0.032,0.449,0.228,5727.0,51.9298,11.0,132.0,4170.0,57.4737,0.01923,,5.0,False,False,False,False,structural_molecule_activity,54.0,0.5440058239386576,8,6.549,2.7208498656571064e-05
CCDC61,0.2222222222222222,90,1.438,2.2578e-14,0.60661,-0.0799719074934188,0.0016556291390728,False,0,,0,512,57368,10.273117637634275,-0.9263671875,2.6714285714285717,0,False,0.586,0.471,0.072,0.457,0.23,1817.0,66.8616,34.0,49.0,229.0,82.4561,0.139352,,4.0,False,False,False,False,binding,54.0,0.7294210878886429,7,5.274,0.0
CCDC8,0.16470588235294117,85,0.83,0.25395,-0.15913,-0.0687925132181181,0.0049668874172185,True,1,2.0,1,538,59374,8.72284641265869,-1.090334572490706,1.4142857142857144,0,False,0.749,0.461,0.05,0.489,0.227,3236.0,64.0693,2.0,754.0,865.0,69.9443,0.301282,,2.0,False,False,False,False,,50.0,0.8161725562526333,3,2.799,0.0
CCDC80,0.8018018018018018,111,0.65,6.0008e-06,0.44066,-0.0454825988859362,0.0024834437086092,False,0,,0,950,108174,9.722428703308104,-0.8206315789473684,2.7142857142857144,0,True,0.464,0.371,0.114,0.515,0.301,12301.0,52.9618,12.0,828.0,8620.0,61.0936,0.145348,,1.0,False,False,False,False,binding,48.0,0.9485063028404312,1,0.806,0.0
CCDC82,0.2,85,0.856,2.383e-07,0.083404,0.1114231068217974,0.0024834437086092,False,0,,0,544,64002,4.906535148620605,-1.2477941176470588,2.6285714285714255,0,False,0.585,0.491,0.072,0.437,0.257,2715.0,36.3303,89.0,207.0,873.0,27.8899,0.251445,,5.0,False,False,False,False,,54.0,0.5755445605427488,0,0.0,0.0
CCDC86,0.9230769230769231,78,1.024,1.6652e-05,0.48451,-0.797997722746381,0.8948675496688742,False,0,,0,360,40236,10.334169197082517,-1.378888888888889,1.6999999999999968,0,False,1.0,0.417,0.011,0.572,0.15,1851.0,62.8809,5.0,12.0,756.0,69.5291,0.252407,,4.0,False,False,False,False,binding,54.0,0.789959948394361,2,1.546,0.0
CCDC88A,0.1487603305785124,121,0.13,1.0,2.3494,-0.0868200774694932,0.0024834437086092,True,1,1.0,1,1871,216042,5.903377342224121,-0.9491181186531268,3.1999999999999997,0,False,0.787,0.673,0.035,0.292,0.343,9751.0,37.9095,73.0,777.0,3358.0,33.7607,0.052944,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.7335145329150727,3,2.482,2.2182337328792077e-06
CCDC88B,0.1511627906976744,86,0.528,1.399e-09,0.94304,-0.2207552818988615,0.043046357615894,False,0,,0,1476,164809,5.088817787170409,-0.8290650406504064,2.7428571428571433,0,False,0.85,0.661,0.018,0.321,0.278,4934.0,67.6371,14.0,63.0,440.0,78.4699,0.205003,,3.0,False,False,False,False,binding,52.0,0.8946649693516221,1,0.768,0.0
CCDC88C,0.47619047619047616,84,0.454,3.3027e-08,0.70807,0.0180666975093797,0.0008278145695364,False,0,,0,2028,228230,5.869842338562011,-0.850197238658777,3.314285714285714,0,False,0.752,0.617,0.031,0.352,0.395,7519.0,60.2596,17.0,130.0,1302.0,78.3144,0.147915,,5.0,False,False,False,False,binding,50.0,0.8304373777315666,3,2.692,2.8517306732625704e-07
CCDC9,0.27380952380952384,84,0.733,2.9036e-05,-0.17884,-0.170174876644314,0.0173841059602649,False,0,,0,531,59703,5.316514778137207,-1.4741996233521657,1.3428571428571416,0,False,0.966,0.32,0.024,0.656,0.228,2027.0,64.7243,24.0,156.0,275.0,70.4887,0.123915,,4.0,False,False,False,False,binding,54.0,0.6284747096080967,6,5.371,0.0
CCDC90B,0.25555555555555554,90,1.099,9.9297e-06,-0.0019628,-0.0520317707821868,0.0049668874172185,False,0,,0,254,29506,6.989229393005371,-0.5484251968503937,2.700000000000005,1,False,0.22,0.693,0.02,0.287,0.181,3990.0,39.8693,66.0,395.0,2830.0,36.0784,0.134673,,4.0,False,False,False,False,,54.0,0.6779468669510014,0,0.0,0.0
CCDC91,0.2953020134228188,149,0.809,3.8084e-06,0.43098,0.0699290856294795,0.0016556291390728,False,0,,0,441,49971,5.024987602233887,-0.7179138321995465,2.0714285714285734,0,False,0.594,0.683,0.07,0.247,0.281,2519.0,38.537,59.0,200.0,993.0,29.1855,0.066674,,2.0,False,False,False,False,binding,54.0,0.8722585156639897,1,0.989,0.0
CCDC92,0.0851063829787234,94,0.619,0.29985,0.31362,-0.0129912800193223,0.0041390728476821,True,1,1.0,1,331,36961,8.955512809753419,-0.7471299093655589,2.228571428571432,0,False,0.628,0.486,0.097,0.417,0.221,2790.0,58.5341,60.0,362.0,1432.0,74.6988,0.086662,,4.0,False,False,False,False,binding,54.0,0.5635028843653371,19,15.286,0.0
CCDC93,0.0,107,0.605,6.7876e-08,1.0804,-0.2190864326474121,0.0670529801324503,True,1,9.0,1,631,73198,8.235916709899904,-0.7903328050713154,2.6285714285714294,0,False,0.469,0.719,0.019,0.262,0.309,6833.0,45.9916,34.0,75.0,4862.0,50.0,0.053308,,5.0,False,False,False,False,,54.0,0.4929876765503693,13,11.757000000000003,6.887808791020034e-06
CCDC97,0.6078431372549019,102,1.468,1.6817e-09,0.77589,0.0155863332055574,0.0,False,0,,0,343,38947,4.520825767517089,-0.9314868804664724,2.342857142857143,0,False,0.522,0.501,0.017,0.482,0.242,3329.0,63.0814,10.0,139.0,2158.0,74.1279,0.103252,,5.0,False,False,False,False,,54.0,0.5612212459674023,9,7.331,9.740712295059146e-07
CCL14,0.0,102,1.753,0.00010929,0.042891,0.0052190214863995,0.0008278145695364,False,0,,0,93,10678,8.945649147033695,-0.3978494623655914,3.0714285714285725,0,True,0.108,0.419,0.183,0.398,0.172,875.0,52.8369,11.0,80.0,513.0,76.5957,,,3.0,False,False,False,False,binding,38.0,0.8896183504118496,0,0.0,0.0
CCL18,0.11650485436893204,103,1.782,0.0091743,0.16567,0.0268156031258237,0.0,False,0,,0,89,9849,9.064399909973144,0.1629213483146068,3.4428571428571426,0,True,0.034,0.382,0.191,0.427,0.27,1324.0,53.7037,2.0,63.0,991.0,67.7778,,,0.0,False,False,False,False,binding,14.0,0.9883172243674928,3,2.282,9.20216004923955e-06
CCL5,0.12745098039215685,102,1.818,0.0017516,0.39748,-0.1211846567986292,0.0115894039735099,False,0,,0,91,9990,9.272826194763184,0.0769230769230769,3.485714285714286,0,True,0.022,0.44,0.121,0.439,0.132,1217.0,56.5217,4.0,55.0,886.0,69.5652,0.229502,,4.0,False,False,False,False,molecular_function_regulator,45.0,0.9532024456205224,44,35.69099999999999,0.0004165489045394
CCM2,0.5357142857142857,224,0.66,0.0092809,0.51801,-0.0500895189611369,0.0165562913907284,True,1,2.0,1,444,48837,5.318902015686036,-0.3445945945945947,3.2999999999999994,0,False,0.291,0.394,0.169,0.437,0.345,1864.0,57.1536,86.0,133.0,396.0,71.236,0.055498,,4.0,False,False,False,False,,54.0,0.5422538986424853,9,8.116999999999999,5.307404001313685e-05
CCNH,0.5542168674698795,83,0.809,0.00081328,0.10176,-1.1411631870256245,0.9867549668874172,True,1,3.0,1,323,37643,6.726064872741699,-0.3789473684210527,2.785714285714284,0,False,0.096,0.557,0.043,0.4,0.251,1280.0,42.3868,48.0,136.0,172.0,44.7531,0.041679,,6.0,False,False,False,False,molecular_function_regulator,54.0,0.6314197831489068,79,71.32600000000001,0.0001767122009773
